red_fighter_name,blue_fighter_name,event_date,red_fighter_result,blue_fighter_result,fight_outcome,method,round,time,bout_type,event_name,event_location,source_url,source_title
Antwain Britt,Scott Lighty,2009-12-19,W,L,red_win,TKO (doctor stoppage),1,5:00,Light Heavyweight Bout,Strikeforce: Evolution,"HP Pavilion at San Jose, San Jose, CA",https://en.wikipedia.org/wiki/Strikeforce%3A_Evolution,Strikeforce: Evolution
Justin Wilcox,Daisuke Nakamura,2009-12-19,W,L,red_win,Decision (unanimous),3,5:00,Lightweight Bout,Strikeforce: Evolution,"HP Pavilion at San Jose, San Jose, CA",https://en.wikipedia.org/wiki/Strikeforce%3A_Evolution,Strikeforce: Evolution
Alexander Crispim,A.J. Fonseca,2009-12-19,W,L,red_win,Decision (unanimous),3,5:00,Featherweight Bout,Strikeforce: Evolution,"HP Pavilion at San Jose, San Jose, CA",https://en.wikipedia.org/wiki/Strikeforce%3A_Evolution,Strikeforce: Evolution
Dan Henderson,Fedor Emelianenko,2011-07-30,W,L,red_win,TKO (punches),1,4:12,Heavyweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Miesha Tate,Marloes Coenen,2011-07-30,W,L,red_win,Submission (arm triangle choke),4,3:03,Women's Bantamweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Tyron Woodley,Paul Daley,2011-07-30,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Welterweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Tim Kennedy,Robbie Lawler,2011-07-30,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Middleweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Tarec Saffiedine,Scott Smith,2011-07-30,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,Welterweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Gesias Cavalcante,Bobby Green,2011-07-30,W,L,red_win,"Decision (split) (29–28, 29–28, 28–29)",3,5:00,Lightweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Derek Brunson,Lumumba Sayers,2011-07-30,W,L,red_win,Submission (rear-naked choke),1,4:33,Middleweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Alexis Davis,Julie Kedzie,2011-07-30,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,Women's Bantamweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Tyler Stinson,Eduardo Pamplona,2011-07-30,W,L,red_win,KO (punch),1,0:15,Welterweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Gabriel Salinas-Jones,Bryan Humes,2011-07-30,W,L,red_win,Submission (D'arce choke),3,1:19,Heavyweight Bout,Strikeforce: Fedor vs. Henderson,"Sears Center, Hoffman Estates, Illinois , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Henderson,Strikeforce: Fedor vs. Henderson
Fedor Emelianenko,Brett Rogers,2009-11-07,W,L,red_win,KO (punches),2,1:48,Heavyweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Jake Shields,Jason Miller,2009-11-07,W,L,red_win,"Decision (unanimous) (48–47, 49–46, 49–46)",5,5:00,Middleweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Gegard Mousasi,Rameau Thierry Sokoudjou,2009-11-07,W,L,red_win,TKO (punches),2,3:43,Light Heavyweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Fabrício Werdum,Antônio Silva,2009-11-07,W,L,red_win,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,Heavyweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Marloes Coenen,Roxanne Modafferi,2009-11-07,W,L,red_win,Submission (armbar),1,1:05,Women's Featherweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Jeff Curran,Dustin Neace,2009-11-07,W,L,red_win,TKO (rib injury),1,1:39,Catchweight (150 lb) Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Nate Moore,Louis Taylor,2009-11-07,W,L,red_win,TKO (Submission to punches),2,3:24,Middleweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Shamar Bailey,John Kolosci,2009-11-07,W,L,red_win,"Decision (unanimous) (29–27, 29–27, 29–27)",3,5:00,Middleweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Christian Uflacker,Jonatas Novaes,2009-11-07,W,L,red_win,"Decision (unanimous) (30–25, 30–25, 29–26)",3,5:00,Welterweight Bout,Strikeforce: Fedor vs. Rogers,"Sears Centre [ 1 ], Hoffman Estates, Illinois , United States [ 1 ]",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Rogers,Strikeforce: Fedor vs. Rogers
Antônio Silva,Fedor Emelianenko,2011-02-12,W,L,red_win,TKO (doctor stoppage),2,5:00,Heavyweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Sergei Kharitonov,Andrei Arlovski,2011-02-12,W,L,red_win,KO (punches),1,2:49,Heavyweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Shane Del Rosario,Lavar Johnson,2011-02-12,W,L,red_win,Submission (armbar),1,4:31,Heavyweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Chad Griggs,Gian Villante,2011-02-12,W,L,red_win,TKO (punches),1,2:49,Heavyweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Valentijn Overeem,Ray Sefo,2011-02-12,W,L,red_win,Submission (neck crank),1,1:37,Heavyweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
John Cholish,Marc Stevens,2011-02-12,W,L,red_win,Submission (kneebar),2,3:57,Catchweight (156 lb) Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Igor Gracie,John Salgado,2011-02-12,W,L,red_win,Technical submission (arm-triangle choke),2,3:04,Welterweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Sam Oropeza,Don Carlo-Clauss,2011-02-12,W,L,red_win,TKO (Submission to strikes),1,4:10,Welterweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Josh LaBerge,Anthony Leone,2011-02-12,W,L,red_win,TKO (doctor stoppage),1,5:00,Featherweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Jason McLean,Kevin Roddy,2011-02-12,W,L,red_win,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,Featherweight Bout,Strikeforce: Fedor vs. Bigfoot,"Izod Center, East Rutherford, New Jersey , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Silva,Strikeforce: Fedor vs. Silva
Fabrício Werdum,Fedor Emelianenko,2010-06-26,W,L,red_win,Submission (triangle armbar),1,1:09,Heavyweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Cris Cyborg,Jan Finney,2010-06-26,W,L,red_win,TKO (knee to the body),2,2:56,Women's Featherweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Cung Le,Scott Smith,2010-06-26,W,L,red_win,KO (spinning back kick and punches),2,1:46,Middleweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Josh Thomson,Pat Healy,2010-06-26,W,L,red_win,Submission (rear-naked choke),3,4:27,Lightweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Bobby Stack,Derrick Burnsed,2010-06-26,W,L,red_win,"Decision (split) (29–28, 27–30, 29–28)",3,5:00,Lightweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Yancy Medeiros,Gareth Joseph,2010-06-26,W,L,red_win,KO (punches),2,1:19,Middleweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Bret Bergmark,Vagner Rocha,2010-06-26,W,L,red_win,"Decision (unanimous) (29–28, 30–27, 30–26)",3,5:00,Welterweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Chris Cope,Ron Keslar,2010-06-26,W,L,red_win,TKO (head kick and punches),2,4:32,Middleweight Bout,Strikeforce: Fedor vs. Werdum,"HP Pavilion, San Jose, California , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Fedor_vs._Werdum,Strikeforce: Fedor vs. Werdum
Dan Henderson,Rafael Cavalcante,2011-03-05,W,L,red_win,TKO (punches),3,0:50,Light Heavyweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Marloes Coenen,Liz Carmouche,2011-03-05,W,L,red_win,Submission (triangle choke),4,1:29,Women's Bantamweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Tim Kennedy,Melvin Manhoef,2011-03-05,W,L,red_win,Submission (rear-naked choke),1,3:41,Middleweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Jorge Masvidal,Billy Evangelista,2011-03-05,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Lightweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Jorge Gurgel,Billy Vaughan,2011-03-05,W,L,red_win,Submission (guillotine choke),1,0:44,Lightweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
John Kuhner,J.P. Felty,2011-03-05,W,L,red_win,Submission (triangle choke),2,4:31,Welterweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Mitch Whitesel,Marc Cofer,2011-03-05,W,L,red_win,Submission (guillotine choke),1,3:55,Middleweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Brian Rogers,Ian Rammel,2011-03-05,W,L,red_win,TKO (strikes),1,4:23,Middleweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Jason Freeman,Jason Riley,2011-03-05,W,L,red_win,TKO (Submission to strikes),1,1:52,Heavyweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Roger Bowling,Josh Thornburg,2011-03-05,W,L,red_win,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,Welterweight Bout,Strikeforce: Feijao vs. Henderson,"Nationwide Arena, Columbus, Ohio , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Feijao_vs._Henderson,Strikeforce: Feijao vs. Henderson
Alistair Overeem,Paul Buentello,2007-11-16,W,L,red_win,TKO (Submission to knees to the body),2,3:42,Heavyweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Cung Le,Sammy Morgan,2007-11-16,W,L,red_win,TKO (body kick),3,1:58,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Jorge Santiago,Trevor Prangley,2007-11-16,W,L,red_win,TKO (knee to the body),1,2:31,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Trevor Prangley,Falaniko Vitale,2007-11-16,W,L,red_win,Decision (referee decision),2,2:12,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Jorge Santiago,Sean Salmon,2007-11-16,W,L,red_win,KO (flying knee),1,0:24,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Lemont Davis,Brian Schwartz,2007-11-16,W,L,red_win,Decision (unanimous),3,5:00,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Anthony Ruiz,Bobby Southworth,2007-11-16,W,L,red_win,TKO (doctor stoppage),2,0:52,Light Heavyweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Luke Stewart,Bryson Kamaka,2007-11-16,W,L,red_win,KO (knee),1,0:19,Welterweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Eric Lawson,Josh Neal,2007-11-16,W,L,red_win,Submission (rear-naked choke),2,0:20,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Anthony Figueroa,Peter Sabala,2007-11-16,W,L,red_win,Decision (split),3,5:00,Bantamweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Alex Crispin,Clint Coronel,2007-11-16,W,L,red_win,Decision (unanimous),3,5:00,Lightweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Dennis Hallman,Jeremiah Metcalf,2007-11-16,W,L,red_win,Submission (heel hook),1,1:39,Middleweight Bout,"Strikeforce: Four Men Enter, One Man Survives","HP Pavilion at San Jose, San Jose , California",https://en.wikipedia.org/wiki/Strikeforce%3A_Four_Men_Enter%2C_One_Man_Survives,"Strikeforce: Four Men Enter, One Man Survives"
Alistair Overeem,Brett Rogers,2010-05-15,W,L,red_win,TKO (punches),1,3:40,Heavyweight Bout,Strikeforce: Heavy Artillery,"Scottrade Center, St. Louis, Missouri , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Heavy_Artillery,Strikeforce: Heavy Artillery
Antonio Silva,Andrei Arlovski,2010-05-15,W,L,red_win,Decision (unanimous),3,5:00,Heavyweight Bout,Strikeforce: Heavy Artillery,"Scottrade Center, St. Louis, Missouri , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Heavy_Artillery,Strikeforce: Heavy Artillery
Ronaldo Souza,Joey Villasenor,2010-05-15,W,L,red_win,Decision (unanimous),3,5:00,Middleweight Bout,Strikeforce: Heavy Artillery,"Scottrade Center, St. Louis, Missouri , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Heavy_Artillery,Strikeforce: Heavy Artillery
Roger Gracie,Kevin Randleman,2010-05-15,W,L,red_win,Submission (rear-naked choke),2,4:10,Light Heavyweight Bout,Strikeforce: Heavy Artillery,"Scottrade Center, St. Louis, Missouri , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Heavy_Artillery,Strikeforce: Heavy Artillery
Rafael Cavalcante,Antwain Britt,2010-05-15,W,L,red_win,KO (punches),1,3:45,Light Heavyweight Bout,Strikeforce: Heavy Artillery,"Scottrade Center, St. Louis, Missouri , United States",https://en.wikipedia.org/wiki/Strikeforce%3A_Heavy_Artillery,Strikeforce: Heavy Artillery
